"","continent_level","date","cases","new_cases","deaths","new_deaths","days_since_death10","days_since_case100","continent","pop","per100k","newper100k","deathsper100k","newdeathsper100k"
"1054","Oceania",2020-05-03,8335,23,115,1,38,54,"Oceania",3.8e+07,21.9,0.1,0.3,0
"1055","Oceania",2020-05-04,8359,25,116,1,39,55,"Oceania",3.8e+07,22,0.1,0.3,0
"1056","Oceania",2020-05-05,8389,30,118,2,40,56,"Oceania",3.8e+07,22.1,0.1,0.3,0
"1057","Oceania",2020-05-06,8409,20,118,0,41,57,"Oceania",3.8e+07,22.1,0.1,0.3,0
"1058","Oceania",2020-05-07,8429,20,118,0,42,58,"Oceania",3.8e+07,22.2,0.1,0.3,0
"1059","Oceania",2020-05-08,8436,7,118,0,43,59,"Oceania",3.8e+07,22.2,0,0.3,0
"1060","Oceania",2020-05-09,8459,23,118,0,44,60,"Oceania",3.8e+07,22.3,0.1,0.3,0
"1061","Oceania",2020-05-10,8471,12,118,0,45,61,"Oceania",3.8e+07,22.3,0,0.3,0
"1062","Oceania",2020-05-11,8493,22,118,0,46,62,"Oceania",3.8e+07,22.4,0.1,0.3,0
"1063","Oceania",2020-05-12,8503,10,119,1,47,63,"Oceania",3.8e+07,22.4,0,0.3,0
"1064","Oceania",2020-05-13,8512,9,119,0,48,64,"Oceania",3.8e+07,22.4,0,0.3,0
"1065","Oceania",2020-05-14,8543,31,119,0,49,65,"Oceania",3.8e+07,22.5,0.1,0.3,0
"1066","Oceania",2020-05-15,8559,16,119,0,50,66,"Oceania",3.8e+07,22.5,0,0.3,0
"1067","Oceania",2020-05-16,8569,10,119,0,51,67,"Oceania",3.8e+07,22.6,0,0.3,0
"1068","Oceania",2020-05-17,8579,10,120,1,52,68,"Oceania",3.8e+07,22.6,0,0.3,0
"1069","Oceania",2020-05-18,8593,14,120,0,53,69,"Oceania",3.8e+07,22.6,0,0.3,0
"1070","Oceania",2020-05-19,8601,8,121,1,54,70,"Oceania",3.8e+07,22.6,0,0.3,0
"1071","Oceania",2020-05-20,8610,9,121,0,55,71,"Oceania",3.8e+07,22.7,0,0.3,0
"1072","Oceania",2020-05-21,8625,15,122,1,56,72,"Oceania",3.8e+07,22.7,0,0.3,0
"1073","Oceania",2020-05-22,8629,4,122,0,57,73,"Oceania",3.8e+07,22.7,0,0.3,0
"1074","Oceania",2020-05-23,8644,15,123,1,58,74,"Oceania",3.8e+07,22.7,0,0.3,0
"1075","Oceania",2020-05-24,8644,0,123,0,59,75,"Oceania",3.8e+07,22.7,0,0.3,0
"1076","Oceania",2020-05-25,8656,12,123,0,60,76,"Oceania",3.8e+07,22.8,0,0.3,0
"1077","Oceania",2020-05-26,8669,13,124,1,61,77,"Oceania",3.8e+07,22.8,0,0.3,0
"1078","Oceania",2020-05-27,8680,11,125,1,62,78,"Oceania",3.8e+07,22.8,0,0.3,0
"1079","Oceania",2020-05-28,8695,15,125,0,63,79,"Oceania",3.8e+07,22.9,0,0.3,0
"1080","Oceania",2020-05-29,8714,19,125,0,64,80,"Oceania",3.8e+07,22.9,0,0.3,0
"1081","Oceania",2020-05-30,8722,8,125,0,65,81,"Oceania",3.8e+07,23,0,0.3,0
"1082","Oceania",2020-05-31,8732,10,125,0,66,82,"Oceania",3.8e+07,23,0,0.3,0
"1083","Oceania",2020-06-01,8751,19,124,0,67,83,"Oceania",3.8e+07,23,0,0.3,0
"1084","Oceania",2020-06-02,8759,8,124,0,68,84,"Oceania",3.8e+07,23,0,0.3,0
"1085","Oceania",2020-06-03,8770,11,124,0,69,85,"Oceania",3.8e+07,23.1,0,0.3,0
"1086","Oceania",2020-06-04,8777,7,124,0,70,86,"Oceania",3.8e+07,23.1,0,0.3,0
"1087","Oceania",2020-06-05,8782,5,124,0,71,87,"Oceania",3.8e+07,23.1,0,0.3,0
"1088","Oceania",2020-06-06,8789,7,124,0,72,88,"Oceania",3.8e+07,23.1,0,0.3,0
"1089","Oceania",2020-06-07,8795,6,124,0,73,89,"Oceania",3.8e+07,23.1,0,0.3,0
"1090","Oceania",2020-06-08,8797,2,124,0,74,90,"Oceania",3.8e+07,23.1,0,0.3,0
"1091","Oceania",2020-06-09,8804,7,124,0,75,91,"Oceania",3.8e+07,23.2,0,0.3,0
"1092","Oceania",2020-06-10,8815,11,124,0,76,92,"Oceania",3.8e+07,23.2,0,0.3,0
"1093","Oceania",2020-06-11,8819,4,124,0,77,93,"Oceania",3.8e+07,23.2,0,0.3,0
"1094","Oceania",2020-06-12,8824,5,124,0,78,94,"Oceania",3.8e+07,23.2,0,0.3,0
"1095","Oceania",2020-06-13,8850,26,124,0,79,95,"Oceania",3.8e+07,23.3,0.1,0.3,0
"1096","Oceania",2020-06-14,8865,15,124,0,80,96,"Oceania",3.8e+07,23.3,0,0.3,0
"1097","Oceania",2020-06-15,8879,14,124,0,81,97,"Oceania",3.8e+07,23.4,0,0.3,0
"1098","Oceania",2020-06-16,8902,23,124,0,82,98,"Oceania",3.8e+07,23.4,0.1,0.3,0
"1099","Oceania",2020-06-17,8924,22,124,0,83,99,"Oceania",3.8e+07,23.5,0.1,0.3,0
"1100","Oceania",2020-06-18,8942,18,124,0,84,100,"Oceania",3.8e+07,23.5,0,0.3,0
"1101","Oceania",2020-06-19,8946,4,124,0,85,101,"Oceania",3.8e+07,23.5,0,0.3,0
"1102","Oceania",2020-06-20,8998,52,124,0,86,102,"Oceania",3.8e+07,23.7,0.1,0.3,0
"1103","Oceania",2020-06-21,9013,15,124,0,87,103,"Oceania",3.8e+07,23.7,0,0.3,0
"1104","Oceania",2020-06-22,9034,21,124,0,88,104,"Oceania",3.8e+07,23.8,0.1,0.3,0
"1105","Oceania",2020-06-23,9064,30,125,1,89,105,"Oceania",3.8e+07,23.9,0.1,0.3,0
"1106","Oceania",2020-06-24,9105,41,126,1,90,106,"Oceania",3.8e+07,24,0.1,0.3,0
"1107","Oceania",2020-06-25,9143,38,126,0,91,107,"Oceania",3.8e+07,24.1,0.1,0.3,0
"1108","Oceania",2020-06-26,9152,9,126,0,92,108,"Oceania",3.8e+07,24.1,0,0.3,0
"1109","Oceania",2020-06-27,9241,89,126,0,93,109,"Oceania",3.8e+07,24.3,0.2,0.3,0
"1110","Oceania",2020-06-28,9321,80,126,0,94,110,"Oceania",3.8e+07,24.5,0.2,0.3,0
"1111","Oceania",2020-06-29,9391,70,126,0,95,111,"Oceania",3.8e+07,24.7,0.2,0.3,0
"1112","Oceania",2020-06-30,9477,86,126,0,96,112,"Oceania",3.8e+07,24.9,0.2,0.3,0
"1113","Oceania",2020-07-01,9560,83,126,0,97,113,"Oceania",3.8e+07,25.2,0.2,0.3,0
"1114","Oceania",2020-07-02,9625,65,126,0,98,114,"Oceania",3.8e+07,25.3,0.2,0.3,0
"1115","Oceania",2020-07-03,9819,194,126,0,99,115,"Oceania",3.8e+07,25.8,0.5,0.3,0
"1116","Oceania",2020-07-04,10005,186,126,0,100,116,"Oceania",3.8e+07,26.3,0.5,0.3,0
"1117","Oceania",2020-07-05,10147,142,128,2,101,117,"Oceania",3.8e+07,26.7,0.4,0.3,0
"1118","Oceania",2020-07-06,10323,176,128,0,102,118,"Oceania",3.8e+07,27.2,0.5,0.3,0
"1119","Oceania",2020-07-07,10455,132,128,0,103,119,"Oceania",3.8e+07,27.5,0.3,0.3,0
"1120","Oceania",2020-07-08,10628,173,128,0,104,120,"Oceania",3.8e+07,28,0.5,0.3,0
"1121","Oceania",2020-07-09,10953,325,128,0,105,121,"Oceania",3.8e+07,28.8,0.9,0.3,0
"1122","Oceania",2020-07-10,11133,180,129,1,106,122,"Oceania",3.8e+07,29.3,0.5,0.3,0
"1123","Oceania",2020-07-11,11378,245,130,1,107,123,"Oceania",3.8e+07,29.9,0.6,0.3,0
"1124","Oceania",2020-07-12,11561,183,130,0,108,124,"Oceania",3.8e+07,30.4,0.5,0.3,0
"1125","Oceania",2020-07-13,11833,272,130,0,109,125,"Oceania",3.8e+07,31.1,0.7,0.3,0
"1126","Oceania",2020-07-14,12071,238,133,3,110,126,"Oceania",3.8e+07,31.8,0.6,0.3,0
"1127","Oceania",2020-07-15,12395,324,135,2,111,127,"Oceania",3.8e+07,32.6,0.9,0.4,0
"1128","Oceania",2020-07-16,12819,424,138,3,112,128,"Oceania",3.8e+07,33.7,1.1,0.4,0
"1129","Oceania",2020-07-17,13032,213,140,2,113,129,"Oceania",3.8e+07,34.3,0.6,0.4,0
"1130","Oceania",2020-07-18,13397,365,144,4,114,130,"Oceania",3.8e+07,35.3,1,0.4,0
"1131","Oceania",2020-07-19,13666,269,145,1,115,131,"Oceania",3.8e+07,36,0.7,0.4,0
"1132","Oceania",2020-07-20,14029,363,149,4,116,132,"Oceania",3.8e+07,36.9,1,0.4,0
"1133","Oceania",2020-07-21,14503,474,151,2,117,133,"Oceania",3.8e+07,38.2,1.2,0.4,0
"1134","Oceania",2020-07-22,14914,411,155,5,118,134,"Oceania",3.8e+07,39.2,1.1,0.4,0
"1135","Oceania",2020-07-23,15209,295,161,6,119,135,"Oceania",3.8e+07,40,0.8,0.4,0
"1136","Oceania",2020-07-24,15565,356,167,6,120,136,"Oceania",3.8e+07,41,0.9,0.4,0
"1137","Oceania",2020-07-25,16025,460,177,10,121,137,"Oceania",3.8e+07,42.2,1.2,0.5,0
"1138","Oceania",2020-07-26,16580,555,183,6,122,138,"Oceania",3.8e+07,43.6,1.5,0.5,0
"1139","Oceania",2020-07-27,16949,369,189,6,123,139,"Oceania",3.8e+07,44.6,1,0.5,0
"1140","Oceania",2020-07-28,17231,282,198,9,124,140,"Oceania",3.8e+07,45.3,0.7,0.5,0
"1141","Oceania",2020-07-29,17948,717,212,14,125,141,"Oceania",3.8e+07,47.2,1.9,0.6,0
"1142","Oceania",2020-07-30,18553,605,220,8,126,142,"Oceania",3.8e+07,48.8,1.6,0.6,0
"1143","Oceania",2020-07-31,18941,388,226,6,127,143,"Oceania",3.8e+07,49.8,1,0.6,0
"1144","Oceania",2020-08-01,19578,637,233,7,128,144,"Oceania",3.8e+07,51.5,1.7,0.6,0
"1145","Oceania",2020-08-02,20022,444,246,13,129,145,"Oceania",3.8e+07,52.7,1.2,0.6,0
"1146","Oceania",2020-08-03,20435,413,257,11,130,146,"Oceania",3.8e+07,53.8,1.1,0.7,0
"1147","Oceania",2020-08-04,21155,720,272,15,131,147,"Oceania",3.8e+07,55.7,1.9,0.7,0
"1148","Oceania",2020-08-05,21639,484,280,8,132,148,"Oceania",3.8e+07,56.9,1.3,0.7,0
"1149","Oceania",2020-08-06,22031,392,292,12,133,149,"Oceania",3.8e+07,58,1,0.8,0
"1150","Oceania",2020-08-07,22482,451,304,12,134,150,"Oceania",3.8e+07,59.2,1.2,0.8,0
"1151","Oceania",2020-08-08,22868,386,321,17,135,151,"Oceania",3.8e+07,60.2,1,0.8,0
"1152","Oceania",2020-08-09,23207,339,339,18,136,152,"Oceania",3.8e+07,61.1,0.9,0.9,0
"1153","Oceania",2020-08-10,23524,317,357,18,137,153,"Oceania",3.8e+07,61.9,0.8,0.9,0
"1154","Oceania",2020-08-11,23938,414,378,21,138,154,"Oceania",3.8e+07,63,1.1,1,0.1
"1155","Oceania",2020-08-12,24261,323,387,9,139,155,"Oceania",3.8e+07,63.8,0.8,1,0
"1156","Oceania",2020-08-13,24643,398,401,14,140,156,"Oceania",3.8e+07,64.8,1,1.1,0
"1157","Oceania",2020-08-14,24943,300,405,4,141,157,"Oceania",3.8e+07,65.6,0.8,1.1,0
"1158","Oceania",2020-08-15,25208,265,422,17,142,158,"Oceania",3.8e+07,66.3,0.7,1.1,0
"1159","Oceania",2020-08-16,25540,332,447,25,143,159,"Oceania",3.8e+07,67.2,0.9,1.2,0.1
"1160","Oceania",2020-08-17,25777,237,464,17,144,160,"Oceania",3.8e+07,67.8,0.6,1.2,0
"1161","Oceania",2020-08-18,26013,236,476,12,145,161,"Oceania",3.8e+07,68.5,0.6,1.3,0
"1162","Oceania",2020-08-19,26265,252,489,13,146,162,"Oceania",3.8e+07,69.1,0.7,1.3,0
"1163","Oceania",2020-08-20,26461,196,499,10,147,163,"Oceania",3.8e+07,69.6,0.5,1.3,0
"1164","Oceania",2020-08-21,26662,201,512,13,148,164,"Oceania",3.8e+07,70.2,0.5,1.3,0
"1165","Oceania",2020-08-22,26874,212,529,17,149,165,"Oceania",3.8e+07,70.7,0.6,1.4,0
"1166","Oceania",2020-08-23,27027,153,544,15,150,166,"Oceania",3.8e+07,71.1,0.4,1.4,0
"1167","Oceania",2020-08-24,27172,145,552,8,151,167,"Oceania",3.8e+07,71.5,0.4,1.5,0
"1168","Oceania",2020-08-25,27346,174,576,24,152,168,"Oceania",3.8e+07,72,0.5,1.5,0.1
"1169","Oceania",2020-08-26,27471,125,599,23,153,169,"Oceania",3.8e+07,72.3,0.3,1.6,0.1
"1170","Oceania",2020-08-27,27614,143,611,12,154,170,"Oceania",3.8e+07,72.7,0.4,1.6,0
"1171","Oceania",2020-08-28,27755,141,629,18,155,171,"Oceania",3.8e+07,73,0.4,1.7,0
"1172","Oceania",2020-08-29,27880,125,640,11,156,172,"Oceania",3.8e+07,73.4,0.3,1.7,0
"1173","Oceania",2020-08-30,27971,91,681,41,157,173,"Oceania",3.8e+07,73.6,0.2,1.8,0.1
"1174","Oceania",2020-08-31,28058,87,686,5,158,174,"Oceania",3.8e+07,73.8,0.2,1.8,0
"1175","Oceania",2020-09-01,28169,111,692,6,159,175,"Oceania",3.8e+07,74.1,0.3,1.8,0
"1176","Oceania",2020-09-02,28308,139,707,15,160,176,"Oceania",3.8e+07,74.5,0.4,1.9,0
"1177","Oceania",2020-09-03,28400,92,766,59,161,177,"Oceania",3.8e+07,74.7,0.2,2,0.2
"1178","Oceania",2020-09-04,28482,82,779,13,162,178,"Oceania",3.8e+07,75,0.2,2,0
"1179","Oceania",2020-09-05,28569,87,784,5,163,179,"Oceania",3.8e+07,75.2,0.2,2.1,0
"1180","Oceania",2020-09-06,28625,56,793,9,164,180,"Oceania",3.8e+07,75.3,0.1,2.1,0
"1181","Oceania",2020-09-07,28683,58,801,8,165,181,"Oceania",3.8e+07,75.5,0.2,2.1,0
"1182","Oceania",2020-09-08,28787,104,812,11,166,182,"Oceania",3.8e+07,75.8,0.3,2.1,0
"1183","Oceania",2020-09-09,28852,65,819,7,167,183,"Oceania",3.8e+07,75.9,0.2,2.2,0
"1184","Oceania",2020-09-10,28896,44,828,9,168,184,"Oceania",3.8e+07,76,0.1,2.2,0
"1185","Oceania",2020-09-11,28942,46,834,6,169,185,"Oceania",3.8e+07,76.2,0.1,2.2,0
"1186","Oceania",2020-09-12,28988,46,841,7,170,186,"Oceania",3.8e+07,76.3,0.1,2.2,0
"1187","Oceania",2020-09-13,29032,44,848,7,171,187,"Oceania",3.8e+07,76.4,0.1,2.2,0
"1188","Oceania",2020-09-14,29083,51,848,0,172,188,"Oceania",3.8e+07,76.5,0.1,2.2,0
"1189","Oceania",2020-09-15,29123,40,857,9,173,189,"Oceania",3.8e+07,76.6,0.1,2.3,0
"1190","Oceania",2020-09-16,29170,47,865,8,174,190,"Oceania",3.8e+07,76.8,0.1,2.3,0
"1191","Oceania",2020-09-17,29218,48,870,5,175,191,"Oceania",3.8e+07,76.9,0.1,2.3,0
"1192","Oceania",2020-09-18,29244,26,877,7,176,192,"Oceania",3.8e+07,77,0.1,2.3,0
"1193","Oceania",2020-09-19,29261,17,882,5,177,193,"Oceania",3.8e+07,77,0,2.3,0
"1194","Oceania",2020-09-20,29276,15,885,3,178,194,"Oceania",3.8e+07,77,0,2.3,0
"1195","Oceania",2020-09-21,29306,30,888,3,179,195,"Oceania",3.8e+07,77.1,0.1,2.3,0
"1196","Oceania",2020-09-22,29355,49,893,5,180,196,"Oceania",3.8e+07,77.2,0.1,2.4,0
"1197","South America",2020-02-23,2,2,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1198","South America",2020-02-24,2,0,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1199","South America",2020-02-25,2,0,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1200","South America",2020-02-26,3,1,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1201","South America",2020-02-27,3,0,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1202","South America",2020-02-28,3,0,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1203","South America",2020-02-29,4,1,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1204","South America",2020-03-01,17,13,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1205","South America",2020-03-02,17,0,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1206","South America",2020-03-03,20,3,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1207","South America",2020-03-04,25,5,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1208","South America",2020-03-05,31,6,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1209","South America",2020-03-06,43,12,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1210","South America",2020-03-07,49,6,0,0,0,0,"South America",4.2e+08,0,0,0,0
"1211","South America",2020-03-08,74,25,1,1,0,0,"South America",4.2e+08,0,0,0,0
"1212","South America",2020-03-09,81,7,1,0,0,0,"South America",4.2e+08,0,0,0,0
"1213","South America",2020-03-10,103,22,1,0,0,0,"South America",4.2e+08,0,0,0,0
"1214","South America",2020-03-11,136,33,1,0,0,1,"South America",4.2e+08,0,0,0,0
"1215","South America",2020-03-12,155,19,2,1,0,2,"South America",4.2e+08,0,0,0,0
"1216","South America",2020-03-13,309,154,3,1,0,3,"South America",4.2e+08,0.1,0,0,0
"1217","South America",2020-03-14,387,78,5,2,0,4,"South America",4.2e+08,0.1,0,0,0
"1218","South America",2020-03-15,452,65,5,0,0,5,"South America",4.2e+08,0.1,0,0,0
"1219","South America",2020-03-16,688,236,5,0,0,6,"South America",4.2e+08,0.2,0.1,0,0
"1220","South America",2020-03-17,978,290,6,1,0,7,"South America",4.2e+08,0.2,0.1,0,0
"1221","South America",2020-03-18,1220,242,8,2,0,8,"South America",4.2e+08,0.3,0.1,0,0
"1222","South America",2020-03-19,1691,471,13,5,0,9,"South America",4.2e+08,0.4,0.1,0,0
"1223","South America",2020-03-20,2332,641,23,10,1,10,"South America",4.2e+08,0.6,0.2,0,0
"1224","South America",2020-03-21,3044,712,33,10,2,11,"South America",4.2e+08,0.7,0.2,0,0
"1225","South America",2020-03-22,4180,1136,53,20,3,12,"South America",4.2e+08,1,0.3,0,0
"1226","South America",2020-03-23,4992,812,68,15,4,13,"South America",4.2e+08,1.2,0.2,0,0
"1227","South America",2020-03-24,5828,851,94,26,5,14,"South America",4.2e+08,1.4,0.2,0,0
"1228","South America",2020-03-25,6651,823,115,21,6,15,"South America",4.2e+08,1.6,0.2,0,0
"1229","South America",2020-03-26,7764,1113,143,28,7,16,"South America",4.2e+08,1.8,0.3,0,0
"1230","South America",2020-03-27,8947,1183,168,25,8,17,"South America",4.2e+08,2.1,0.3,0,0
"1231","South America",2020-03-28,10279,1332,212,44,9,18,"South America",4.2e+08,2.4,0.3,0.1,0
"1232","South America",2020-03-29,11308,1029,256,44,10,19,"South America",4.2e+08,2.7,0.2,0.1,0
"1233","South America",2020-03-30,12296,988,298,42,11,20,"South America",4.2e+08,2.9,0.2,0.1,0
"1234","South America",2020-03-31,14492,2196,376,78,12,21,"South America",4.2e+08,3.5,0.5,0.1,0
"1235","South America",2020-04-01,16869,2377,449,73,13,22,"South America",4.2e+08,4,0.6,0.1,0
"1236","South America",2020-04-02,19169,2300,596,147,14,23,"South America",4.2e+08,4.6,0.5,0.1,0
"1237","South America",2020-04-03,21190,2021,679,83,15,24,"South America",4.2e+08,5,0.5,0.2,0
"1238","South America",2020-04-04,23606,2416,822,143,16,25,"South America",4.2e+08,5.6,0.6,0.2,0
"1239","South America",2020-04-05,25518,1912,893,71,17,26,"South America",4.2e+08,6.1,0.5,0.2,0
"1240","South America",2020-04-06,27528,2010,1012,119,18,27,"South America",4.2e+08,6.6,0.5,0.2,0
"1241","South America",2020-04-07,30394,2866,1172,160,19,28,"South America",4.2e+08,7.2,0.7,0.3,0
"1242","South America",2020-04-08,35470,5076,1390,218,20,29,"South America",4.2e+08,8.4,1.2,0.3,0.1
"1243","South America",2020-04-09,39576,4106,1604,214,21,30,"South America",4.2e+08,9.4,1,0.4,0.1
"1244","South America",2020-04-10,44948,5372,1798,194,22,31,"South America",4.2e+08,10.7,1.3,0.4,0
"1245","South America",2020-04-11,48021,3073,1925,127,23,32,"South America",4.2e+08,11.4,0.7,0.5,0
"1246","South America",2020-04-12,50897,2897,2081,156,24,33,"South America",4.2e+08,12.1,0.7,0.5,0
"1247","South America",2020-04-13,54971,4074,2247,166,25,34,"South America",4.2e+08,13.1,1,0.5,0
"1248","South America",2020-04-14,58031,3060,2511,264,26,35,"South America",4.2e+08,13.8,0.7,0.6,0.1
"1249","South America",2020-04-15,63226,5195,2775,264,27,36,"South America",4.2e+08,15.1,1.2,0.7,0.1
"1250","South America",2020-04-16,67577,4351,3027,252,28,37,"South America",4.2e+08,16.1,1,0.7,0.1
"1251","South America",2020-04-17,72869,5292,3318,291,29,38,"South America",4.2e+08,17.3,1.3,0.8,0.1
"1252","South America",2020-04-18,78589,5720,3643,325,30,39,"South America",4.2e+08,18.7,1.4,0.9,0.1
"1253","South America",2020-04-19,82922,4333,3847,204,31,40,"South America",4.2e+08,19.7,1,0.9,0
"1254","South America",2020-04-20,87127,4205,4071,224,32,41,"South America",4.2e+08,20.7,1,1,0.1
"1255","South America",2020-04-21,91904,4777,4307,236,33,42,"South America",4.2e+08,21.9,1.1,1,0.1
"1256","South America",2020-04-22,97257,5353,4567,260,34,43,"South America",4.2e+08,23.2,1.3,1.1,0.1
"1257","South America",2020-04-23,104673,7416,5093,526,35,44,"South America",4.2e+08,24.9,1.8,1.2,0.1
"1258","South America",2020-04-24,122066,17393,5572,479,36,45,"South America",4.2e+08,29.1,4.1,1.3,0.1
"1259","South America",2020-04-25,132929,10863,6019,447,37,46,"South America",4.2e+08,31.6,2.6,1.4,0.1
"1260","South America",2020-04-26,139810,6881,6308,289,38,47,"South America",4.2e+08,33.3,1.6,1.5,0.1
"1261","South America",2020-04-27,146752,6942,6792,484,39,48,"South America",4.2e+08,34.9,1.7,1.6,0.1
"1262","South America",2020-04-28,157133,10381,7589,797,40,49,"South America",4.2e+08,37.4,2.5,1.8,0.2
"1263","South America",2020-04-29,167745,10612,8149,560,41,50,"South America",4.2e+08,39.9,2.5,1.9,0.1
"1264","South America",2020-04-30,180235,12490,8810,661,42,51,"South America",4.2e+08,42.9,3,2.1,0.2
"1265","South America",2020-05-01,191859,11624,9485,681,43,52,"South America",4.2e+08,45.7,2.8,2.3,0.2
"1266","South America",2020-05-02,203206,11347,10258,773,44,53,"South America",4.2e+08,48.4,2.7,2.4,0.2
"1267","South America",2020-05-03,215278,12072,10870,612,45,54,"South America",4.2e+08,51.3,2.9,2.6,0.1
"1268","South America",2020-05-04,227366,12088,11297,427,46,55,"South America",4.2e+08,54.1,2.9,2.7,0.1
"1269","South America",2020-05-05,240319,12953,12002,705,47,56,"South America",4.2e+08,57.2,3.1,2.9,0.2
"1270","South America",2020-05-06,256783,16464,12829,827,48,57,"South America",4.2e+08,61.1,3.9,3.1,0.2
"1271","South America",2020-05-07,270494,15294,13595,766,49,58,"South America",4.2e+08,64.4,3.6,3.2,0.2
"1272","South America",2020-05-08,285986,16972,14605,1010,50,59,"South America",4.2e+08,68.1,4,3.5,0.2
"1273","South America",2020-05-09,302960,16974,15399,794,51,60,"South America",4.2e+08,72.1,4,3.7,0.2
"1274","South America",2020-05-10,315021,12061,16387,988,52,61,"South America",4.2e+08,75,2.9,3.9,0.2
"1275","South America",2020-05-11,325675,10704,17047,660,53,62,"South America",4.2e+08,77.5,2.5,4.1,0.2
"1276","South America",2020-05-12,341201,15526,18170,1123,54,63,"South America",4.2e+08,81.2,3.7,4.3,0.3
"1277","South America",2020-05-13,361261,20060,19120,950,55,64,"South America",4.2e+08,86,4.8,4.6,0.2
"1278","South America",2020-05-14,382472,21211,20053,933,56,65,"South America",4.2e+08,91.1,5.1,4.8,0.2
"1279","South America",2020-05-15,408132,25660,21459,1406,57,66,"South America",4.2e+08,97.2,6.1,5.1,0.3
"1280","South America",2020-05-16,433543,25411,22435,976,58,67,"South America",4.2e+08,103.2,6.1,5.3,0.2
"1281","South America",2020-05-17,448822,15279,23120,685,59,68,"South America",4.2e+08,106.9,3.6,5.5,0.2
"1282","South America",2020-05-18,469737,20915,24119,999,60,69,"South America",4.2e+08,111.8,5,5.7,0.2
"1283","South America",2020-05-19,496363,26626,25492,1373,61,70,"South America",4.2e+08,118.2,6.3,6.1,0.3
"1284","South America",2020-05-20,527086,30723,26599,1107,62,71,"South America",4.2e+08,125.5,7.3,6.3,0.3
"1285","South America",2020-05-21,556384,29298,28058,1459,63,72,"South America",4.2e+08,132.5,7,6.7,0.3
"1286","South America",2020-05-22,586893,30509,29375,1317,64,73,"South America",4.2e+08,139.7,7.3,7,0.3
"1287","South America",2020-05-23,619904,33011,30599,1224,65,74,"South America",4.2e+08,147.6,7.9,7.3,0.3
"1288","South America",2020-05-24,646334,26430,31431,832,66,75,"South America",4.2e+08,153.9,6.3,7.5,0.2
"1289","South America",2020-05-25,669369,23035,32599,1168,67,76,"South America",4.2e+08,159.4,5.5,7.8,0.3
"1290","South America",2020-05-26,697577,28208,33899,1300,68,77,"South America",4.2e+08,166.1,6.7,8.1,0.3
"1291","South America",2020-05-27,731900,34323,35336,1437,69,78,"South America",4.2e+08,174.3,8.2,8.4,0.3
"1292","South America",2020-05-28,771978,40078,36735,1399,70,79,"South America",4.2e+08,183.8,9.5,8.7,0.3
"1293","South America",2020-05-29,811657,39679,38118,1383,71,80,"South America",4.2e+08,193.3,9.4,9.1,0.3
"1294","South America",2020-05-30,868854,57197,39324,1206,72,81,"South America",4.2e+08,206.9,13.6,9.4,0.3
"1295","South America",2020-05-31,901684,32830,40083,759,73,82,"South America",4.2e+08,214.7,7.8,9.5,0.2
"1296","South America",2020-06-01,926722,25038,40974,891,74,83,"South America",4.2e+08,220.6,6,9.8,0.2
"1297","South America",2020-06-02,971518,44796,42611,1637,75,84,"South America",4.2e+08,231.3,10.7,10.1,0.4
"1298","South America",2020-06-03,1009723,38205,44298,1687,76,85,"South America",4.2e+08,240.4,9.1,10.5,0.4
"1299","South America",2020-06-04,1053061,43338,46071,1773,77,86,"South America",4.2e+08,250.7,10.3,11,0.4
"1300","South America",2020-06-05,1095816,42755,47441,1370,78,87,"South America",4.2e+08,260.9,10.2,11.3,0.3
"1301","South America",2020-06-06,1145593,49777,48756,1315,79,88,"South America",4.2e+08,272.8,11.9,11.6,0.3
"1302","South America",2020-06-07,1178455,32862,49635,879,80,89,"South America",4.2e+08,280.6,7.8,11.8,0.2
"1303","South America",2020-06-08,1204971,26516,51157,1522,81,90,"South America",4.2e+08,286.9,6.3,12.2,0.4
"1304","South America",2020-06-09,1248962,43991,52764,1607,82,91,"South America",4.2e+08,297.4,10.5,12.6,0.4
"1305","South America",2020-06-10,1296778,47816,54529,1765,83,92,"South America",4.2e+08,308.8,11.4,13,0.4
"1306","South America",2020-06-11,1342721,45943,56232,1703,84,93,"South America",4.2e+08,319.7,10.9,13.4,0.4
"1307","South America",2020-06-12,1380705,37984,57575,1343,85,94,"South America",4.2e+08,328.7,9,13.7,0.3
"1308","South America",2020-06-13,1421503,40798,59068,1493,86,95,"South America",4.2e+08,338.5,9.7,14.1,0.4
"1309","South America",2020-06-14,1459140,37637,60424,1356,87,96,"South America",4.2e+08,347.4,9,14.4,0.3
"1310","South America",2020-06-15,1492815,33675,61400,976,88,97,"South America",4.2e+08,355.4,8,14.6,0.2
