"","continent_level","date","cases","new_cases","deaths","new_deaths","days_since_death10","days_since_case100","continent","pop","per100k","newper100k","deathsper100k","newdeathsper100k"
"1311","South America",2020-06-16,1541698,48883,63070,1670,89,98,"South America",4.2e+08,367.1,11.6,15,0.4
"1312","South America",2020-06-17,1584661,42963,64928,1858,90,99,"South America",4.2e+08,377.3,10.2,15.5,0.4
"1313","South America",2020-06-18,1622079,37418,66816,1888,91,100,"South America",4.2e+08,386.2,8.9,15.9,0.4
"1314","South America",2020-06-19,1693540,71461,68689,1873,92,101,"South America",4.2e+08,403.2,17,16.4,0.4
"1315","South America",2020-06-20,1742241,48701,70237,1548,93,102,"South America",4.2e+08,414.8,11.6,16.7,0.4
"1316","South America",2020-06-21,1773767,31526,71450,1213,94,103,"South America",4.2e+08,422.3,7.5,17,0.3
"1317","South America",2020-06-22,1809973,36206,72485,1035,95,104,"South America",4.2e+08,430.9,8.6,17.3,0.2
"1318","South America",2020-06-23,1863309,53336,74250,1765,96,105,"South America",4.2e+08,443.6,12.7,17.7,0.4
"1319","South America",2020-06-24,1921192,57883,76003,1753,97,106,"South America",4.2e+08,457.4,13.8,18.1,0.4
"1320","South America",2020-06-25,1978122,56930,77795,1792,98,107,"South America",4.2e+08,471,13.6,18.5,0.4
"1321","South America",2020-06-26,2041775,63653,79405,1610,99,108,"South America",4.2e+08,486.1,15.2,18.9,0.4
"1322","South America",2020-06-27,2097700,55925,81198,1793,100,109,"South America",4.2e+08,499.5,13.3,19.3,0.4
"1323","South America",2020-06-28,2143098,45398,82410,1212,101,110,"South America",4.2e+08,510.3,10.8,19.6,0.3
"1324","South America",2020-06-29,2181049,37951,83636,1226,102,111,"South America",4.2e+08,519.3,9,19.9,0.3
"1325","South America",2020-06-30,2228423,47374,85370,1734,103,112,"South America",4.2e+08,530.6,11.3,20.3,0.4
"1326","South America",2020-07-01,2291011,62588,86970,1600,104,113,"South America",4.2e+08,545.5,14.9,20.7,0.4
"1327","South America",2020-07-02,2354770,63759,88916,1946,105,114,"South America",4.2e+08,560.7,15.2,21.2,0.5
"1328","South America",2020-07-03,2413190,58420,90818,1902,106,115,"South America",4.2e+08,574.6,13.9,21.6,0.5
"1329","South America",2020-07-04,2467229,54039,92577,1759,107,116,"South America",4.2e+08,587.4,12.9,22,0.4
"1330","South America",2020-07-05,2508904,41675,93692,1115,108,117,"South America",4.2e+08,597.4,9.9,22.3,0.3
"1331","South America",2020-07-06,2542875,33971,94878,1186,109,118,"South America",4.2e+08,605.4,8.1,22.6,0.3
"1332","South America",2020-07-07,2603674,60799,96684,1806,110,119,"South America",4.2e+08,619.9,14.5,23,0.4
"1333","South America",2020-07-08,2663536,59862,98498,1814,111,120,"South America",4.2e+08,634.2,14.3,23.5,0.4
"1334","South America",2020-07-09,2724410,60874,100314,1816,112,121,"South America",4.2e+08,648.7,14.5,23.9,0.4
"1335","South America",2020-07-10,2788706,64296,102185,1871,113,122,"South America",4.2e+08,664,15.3,24.3,0.4
"1336","South America",2020-07-11,2846155,57449,103917,1732,114,123,"South America",4.2e+08,677.7,13.7,24.7,0.4
"1337","South America",2020-07-12,2887154,40999,105132,1215,115,124,"South America",4.2e+08,687.4,9.8,25,0.3
"1338","South America",2020-07-13,2922754,35600,106382,1250,116,125,"South America",4.2e+08,695.9,8.5,25.3,0.3
"1339","South America",2020-07-14,2982619,59865,108239,1857,117,126,"South America",4.2e+08,710.1,14.3,25.8,0.4
"1340","South America",2020-07-15,3040351,57732,110125,1886,118,127,"South America",4.2e+08,723.9,13.7,26.2,0.4
"1341","South America",2020-07-16,3107386,67035,112125,2000,119,128,"South America",4.2e+08,739.9,16,26.7,0.5
"1342","South America",2020-07-17,3165239,57853,114967,2842,120,129,"South America",4.2e+08,753.6,13.8,27.4,0.7
"1343","South America",2020-07-18,3215434,50195,116550,1583,121,130,"South America",4.2e+08,765.6,12,27.8,0.4
"1344","South America",2020-07-19,3258568,43134,117854,1304,122,131,"South America",4.2e+08,775.8,10.3,28.1,0.3
"1345","South America",2020-07-20,3298308,39740,119197,1343,123,132,"South America",4.2e+08,785.3,9.5,28.4,0.3
"1346","South America",2020-07-21,3361311,63003,121266,2069,124,133,"South America",4.2e+08,800.3,15,28.9,0.5
"1347","South America",2020-07-22,3451993,90682,123201,1935,125,134,"South America",4.2e+08,821.9,21.6,29.3,0.5
"1348","South America",2020-07-23,3535582,83589,129051,5850,126,135,"South America",4.2e+08,841.8,19.9,30.7,1.4
"1349","South America",2020-07-24,3614507,78925,130967,1916,127,136,"South America",4.2e+08,860.6,18.8,31.2,0.5
"1350","South America",2020-07-25,3683684,69177,132771,1804,128,137,"South America",4.2e+08,877.1,16.5,31.6,0.4
"1351","South America",2020-07-26,3725375,41691,133781,1010,129,138,"South America",4.2e+08,887,9.9,31.9,0.2
"1352","South America",2020-07-27,3780484,55109,135506,1725,130,139,"South America",4.2e+08,900.1,13.1,32.3,0.4
"1353","South America",2020-07-28,3847711,67227,137223,1717,131,140,"South America",4.2e+08,916.1,16,32.7,0.4
"1354","South America",2020-07-29,3941567,93856,139684,2461,132,141,"South America",4.2e+08,938.5,22.3,33.3,0.6
"1355","South America",2020-07-30,4021635,80068,141544,1860,133,142,"South America",4.2e+08,957.5,19.1,33.7,0.4
"1356","South America",2020-07-31,4101837,80202,143574,2030,134,143,"South America",4.2e+08,976.6,19.1,34.2,0.5
"1357","South America",2020-08-01,4169172,67335,145145,1571,135,144,"South America",4.2e+08,992.7,16,34.6,0.4
"1358","South America",2020-08-02,4237672,68500,146823,1678,136,145,"South America",4.2e+08,1009,16.3,35,0.4
"1359","South America",2020-08-03,4278527,40855,148327,1504,137,146,"South America",4.2e+08,1018.7,9.7,35.3,0.4
"1360","South America",2020-08-04,4355679,77152,150325,1998,138,147,"South America",4.2e+08,1037.1,18.4,35.8,0.5
"1361","South America",2020-08-05,4444050,88371,152580,2255,139,148,"South America",4.2e+08,1058.1,21,36.3,0.5
"1362","South America",2020-08-06,4530764,86714,154694,2114,140,149,"South America",4.2e+08,1078.8,20.6,36.8,0.5
"1363","South America",2020-08-07,4612623,81859,156626,1932,141,150,"South America",4.2e+08,1098.2,19.5,37.3,0.5
"1364","South America",2020-08-08,4684479,71856,158078,1452,142,151,"South America",4.2e+08,1115.4,17.1,37.6,0.3
"1365","South America",2020-08-09,4741964,57485,159594,1516,143,152,"South America",4.2e+08,1129,13.7,38,0.4
"1366","South America",2020-08-10,4791929,49965,161129,1535,144,153,"South America",4.2e+08,1140.9,11.9,38.4,0.4
"1367","South America",2020-08-11,4876184,84255,163318,2189,145,154,"South America",4.2e+08,1161,20.1,38.9,0.5
"1368","South America",2020-08-12,4957682,81498,165206,1888,146,155,"South America",4.2e+08,1180.4,19.4,39.3,0.4
"1369","South America",2020-08-13,5051703,94021,167331,2125,147,156,"South America",4.2e+08,1202.8,22.4,39.8,0.5
"1370","South America",2020-08-14,5144145,92442,173182,5851,148,157,"South America",4.2e+08,1224.8,22,41.2,1.4
"1371","South America",2020-08-15,5209974,65829,174503,1321,149,158,"South America",4.2e+08,1240.5,15.7,41.5,0.3
"1372","South America",2020-08-16,5265444,55470,175834,1331,150,159,"South America",4.2e+08,1253.7,13.2,41.9,0.3
"1373","South America",2020-08-17,5311958,46514,177266,1432,151,160,"South America",4.2e+08,1264.8,11.1,42.2,0.3
"1374","South America",2020-08-18,5390491,78533,179436,2170,152,161,"South America",4.2e+08,1283.5,18.7,42.7,0.5
"1375","South America",2020-08-19,5473937,83446,181613,2177,153,162,"South America",4.2e+08,1303.3,19.9,43.2,0.5
"1376","South America",2020-08-20,5553522,79585,183620,2007,154,163,"South America",4.2e+08,1322.3,18.9,43.7,0.5
"1377","South America",2020-08-21,5614867,61345,185654,2034,155,164,"South America",4.2e+08,1336.9,14.6,44.2,0.5
"1378","South America",2020-08-22,5697504,82637,187467,1813,156,165,"South America",4.2e+08,1356.5,19.7,44.6,0.4
"1379","South America",2020-08-23,5747781,50277,188834,1367,157,166,"South America",4.2e+08,1368.5,12,45,0.3
"1380","South America",2020-08-24,5797881,50100,190455,1621,158,167,"South America",4.2e+08,1380.4,11.9,45.3,0.4
"1381","South America",2020-08-25,5874878,76997,192544,2089,159,168,"South America",4.2e+08,1398.8,18.3,45.8,0.5
"1382","South America",2020-08-26,5955174,80296,194549,2005,160,169,"South America",4.2e+08,1417.9,19.1,46.3,0.5
"1383","South America",2020-08-27,6030178,75004,196388,1839,161,170,"South America",4.2e+08,1435.8,17.9,46.8,0.4
"1384","South America",2020-08-28,6108159,77981,198090,1702,162,171,"South America",4.2e+08,1454.3,18.6,47.2,0.4
"1385","South America",2020-08-29,6181634,73475,199620,1530,163,172,"South America",4.2e+08,1471.8,17.5,47.5,0.4
"1386","South America",2020-08-30,6227467,45833,200856,1236,164,173,"South America",4.2e+08,1482.7,10.9,47.8,0.3
"1387","South America",2020-08-31,6301683,74216,202229,1373,165,174,"South America",4.2e+08,1500.4,17.7,48.1,0.3
"1388","South America",2020-09-01,6373121,71438,204398,2169,166,175,"South America",4.2e+08,1517.4,17,48.7,0.5
"1389","South America",2020-09-02,6450789,77668,206390,1992,167,176,"South America",4.2e+08,1535.9,18.5,49.1,0.5
"1390","South America",2020-09-03,6520269,69480,207955,1565,168,177,"South America",4.2e+08,1552.4,16.5,49.5,0.4
"1391","South America",2020-09-04,6608048,87779,209903,1948,169,178,"South America",4.2e+08,1573.3,20.9,50,0.5
"1392","South America",2020-09-05,6670314,62266,211324,1421,170,179,"South America",4.2e+08,1588.2,14.8,50.3,0.3
"1393","South America",2020-09-06,6711128,40814,212361,1037,171,180,"South America",4.2e+08,1597.9,9.7,50.6,0.2
"1394","South America",2020-09-07,6738912,35737,218892,6531,172,181,"South America",4.2e+08,1604.5,8.5,52.1,1.6
"1395","South America",2020-09-08,6771342,32745,219953,1065,173,182,"South America",4.2e+08,1612.2,7.8,52.4,0.3
"1396","South America",2020-09-09,6845429,74087,222033,2080,174,183,"South America",4.2e+08,1629.9,17.6,52.9,0.5
"1397","South America",2020-09-10,6917604,72175,223795,1762,175,184,"South America",4.2e+08,1647,17.2,53.3,0.4
"1398","South America",2020-09-11,6993703,76099,225496,1701,176,185,"South America",4.2e+08,1665.2,18.1,53.7,0.4
"1399","South America",2020-09-12,7058026,64323,226916,1420,177,186,"South America",4.2e+08,1680.5,15.3,54,0.3
"1400","South America",2020-09-13,7101876,43850,227827,911,178,187,"South America",4.2e+08,1690.9,10.4,54.2,0.2
"1401","South America",2020-09-14,7143773,41897,229064,1237,179,188,"South America",4.2e+08,1700.9,10,54.5,0.3
"1402","South America",2020-09-15,7208236,64463,230773,1709,180,189,"South America",4.2e+08,1716.2,15.3,54.9,0.4
"1403","South America",2020-09-16,7274470,66234,232434,1661,181,190,"South America",4.2e+08,1732,15.8,55.3,0.4
"1404","South America",2020-09-17,7342241,67771,234098,1664,182,191,"South America",4.2e+08,1748.2,16.1,55.7,0.4
"1405","South America",2020-09-18,7412401,70160,235398,1300,183,192,"South America",4.2e+08,1764.9,16.7,56,0.3
"1406","South America",2020-09-19,7474493,62092,236959,1561,184,193,"South America",4.2e+08,1779.6,14.8,56.4,0.4
"1407","South America",2020-09-20,7516389,41896,237931,972,185,194,"South America",4.2e+08,1789.6,10,56.7,0.2
"1408","South America",2020-09-21,7553454,37065,239006,1075,186,195,"South America",4.2e+08,1798.4,8.8,56.9,0.3
"1409","South America",2020-09-22,7610000,56546,240445,1439,187,196,"South America",4.2e+08,1811.9,13.5,57.2,0.3
